"iso","iso3","country","year","event_type","event_count","population","imr","gdp","polity","fuel_export","precious_export","arrable_land","population_density","primary_commodities_export","gdp_growth","ef_index","mean_years_of_schooling"
180,"COD","Democratic Republic of Congo",1998,"Violence against civilians",31,44849.967,112.821,219.738640014906,-77,91611.347,790649.917,6700.0,19.7834048653537,432697.457,-1.62415,0.726,3.1
180,"COD","Democratic Republic of Congo",1999,"Battles",367,45919.613,112.821,190.829869056901,-77,78569.669,576201.54,6700.0,20.2552281599435,223383.281,-4.27014,0.724,3.2
180,"COD","Democratic Republic of Congo",1999,"Explosions/Remote violence",24,45919.613,112.821,190.829869056901,-77,78569.669,576201.54,6700.0,20.2552281599435,223383.281,-4.27014,0.724,3.2
180,"COD","Democratic Republic of Congo",1999,"Protests",12,45919.613,112.821,190.829869056901,-77,78569.669,576201.54,6700.0,20.2552281599435,223383.281,-4.27014,0.724,3.2
180,"COD","Democratic Republic of Congo",1999,"Riots",3,45919.613,112.821,190.829869056901,-77,78569.669,576201.54,6700.0,20.2552281599435,223383.281,-4.27014,0.724,3.2
180,"COD","Democratic Republic of Congo",1999,"Strategic developments",51,45919.613,112.821,190.829869056901,-77,78569.669,576201.54,6700.0,20.2552281599435,223383.281,-4.27014,0.724,3.2
180,"COD","Democratic Republic of Congo",1999,"Violence against civilians",49,45919.613,112.821,190.829869056901,-77,78569.669,576201.54,6700.0,20.2552281599435,223383.281,-4.27014,0.724,3.2
180,"COD","Democratic Republic of Congo",2000,"Battles",143,47105.826,112.821,177.140009831475,-77,104917.471,456250.07,6700.0,20.7784698176044,275543.875,-6.91093,0.723,3.3
180,"COD","Democratic Republic of Congo",2000,"Explosions/Remote violence",25,47105.826,112.821,177.140009831475,-77,104917.471,456250.07,6700.0,20.7784698176044,275543.875,-6.91093,0.723,3.3
180,"COD","Democratic Republic of Congo",2000,"Protests",2,47105.826,112.821,177.140009831475,-77,104917.471,456250.07,6700.0,20.7784698176044,275543.875,-6.91093,0.723,3.3
180,"COD","Democratic Republic of Congo",2000,"Riots",1,47105.826,112.821,177.140009831475,-77,104917.471,456250.07,6700.0,20.7784698176044,275543.875,-6.91093,0.723,3.3
180,"COD","Democratic Republic of Congo",2000,"Strategic developments",2,47105.826,112.821,177.140009831475,-77,104917.471,456250.07,6700.0,20.7784698176044,275543.875,-6.91093,0.723,3.3
180,"COD","Democratic Republic of Congo",2000,"Violence against civilians",33,47105.826,112.821,177.140009831475,-77,104917.471,456250.07,6700.0,20.7784698176044,275543.875,-6.91093,0.723,3.3
180,"COD","Democratic Republic of Congo",2001,"Battles",174,48428.545,99.473,172.540823372216,-77,127240.274,487006.075,6700.0,21.3619170287378,315061.915,-2.10017,0.721,3.5
180,"COD","Democratic Republic of Congo",2001,"Explosions/Remote violence",12,48428.545,99.473,172.540823372216,-77,127240.274,487006.075,6700.0,21.3619170287378,315061.915,-2.10017,0.721,3.5
180,"COD","Democratic Republic of Congo",2001,"Protests",6,48428.545,99.473,172.540823372216,-77,127240.274,487006.075,6700.0,21.3619170287378,315061.915,-2.10017,0.721,3.5
180,"COD","Democratic Republic of Congo",2001,"Riots",20,48428.545,99.473,172.540823372216,-77,127240.274,487006.075,6700.0,21.3619170287378,315061.915,-2.10017,0.721,3.5
180,"COD","Democratic Republic of Congo",2001,"Strategic developments",53,48428.545,99.473,172.540823372216,-77,127240.274,487006.075,6700.0,21.3619170287378,315061.915,-2.10017,0.721,3.5
180,"COD","Democratic Republic of Congo",2001,"Violence against civilians",65,48428.545,99.473,172.540823372216,-77,127240.274,487006.075,6700.0,21.3619170287378,315061.915,-2.10017,0.721,3.5
180,"COD","Democratic Republic of Congo",2002,"Battles",229,49871.666,99.473,175.135744861971,-77,177151.573,658421.636,6700.0,21.9984870205774,319139.422,2.94777,0.719,3.7
180,"COD","Democratic Republic of Congo",2002,"Explosions/Remote violence",9,49871.666,99.473,175.135744861971,-77,177151.573,658421.636,6700.0,21.9984870205774,319139.422,2.94777,0.719,3.7
180,"COD","Democratic Republic of Congo",2002,"Protests",2,49871.666,99.473,175.135744861971,-77,177151.573,658421.636,6700.0,21.9984870205774,319139.422,2.94777,0.719,3.7
180,"COD","Democratic Republic of Congo",2002,"Riots",8,49871.666,99.473,175.135744861971,-77,177151.573,658421.636,6700.0,21.9984870205774,319139.422,2.94777,0.719,3.7
180,"COD","Democratic Republic of Congo",2002,"Strategic developments",61,49871.666,99.473,175.135744861971,-77,177151.573,658421.636,6700.0,21.9984870205774,319139.422,2.94777,0.719,3.7
180,"COD","Democratic Republic of Congo",2002,"Violence against civilians",74,49871.666,99.473,175.135744861971,-77,177151.573,658421.636,6700.0,21.9984870205774,319139.422,2.94777,0.719,3.7
180,"COD","Democratic Republic of Congo",2003,"Battles",224,51425.58,99.473,173.917940105221,-88,185362.168,703315.203,6700.0,22.6839209545445,562625.818,5.57782,0.717,3.9
180,"COD","Democratic Republic of Congo",2003,"Explosions/Remote violence",0,51425.58,99.473,173.917940105221,-88,185362.168,703315.203,6700.0,22.6839209545445,562625.818,5.57782,0.717,3.9
180,"COD","Democratic Republic of Congo",2003,"Protests",3,51425.58,99.473,173.917940105221,-88,185362.168,703315.203,6700.0,22.6839209545445,562625.818,5.57782,0.717,3.9
180,"COD","Democratic Republic of Congo",2003,"Riots",3,51425.58,99.473,173.917940105221,-88,185362.168,703315.203,6700.0,22.6839209545445,562625.818,5.57782,0.717,3.9
180,"COD","Democratic Republic of Congo",2003,"Strategic developments",2,51425.58,99.473,173.917940105221,-88,185362.168,703315.203,6700.0,22.6839209545445,562625.818,5.57782,0.717,3.9
180,"COD","Democratic Republic of Congo",2003,"Violence against civilians",50,51425.58,99.473,173.917940105221,-88,185362.168,703315.203,6700.0,22.6839209545445,562625.818,5.57782,0.717,3.9
180,"COD","Democratic Republic of Congo",2004,"Battles",131,53068.88,99.473,194.167005083452,-88,149289.589,713796.36,6700.0,23.4087774861604,1021719.92,6.73837,0.715,4.1
180,"COD","Democratic Republic of Congo",2004,"Explosions/Remote violence",0,53068.88,99.473,194.167005083452,-88,149289.589,713796.36,6700.0,23.4087774861604,1021719.92,6.73837,0.715,4.1
180,"COD","Democratic Republic of Congo",2004,"Protests",12,53068.88,99.473,194.167005083452,-88,149289.589,713796.36,6700.0,23.4087774861604,1021719.92,6.73837,0.715,4.1
180,"COD","Democratic Republic of Congo",2004,"Riots",19,53068.88,99.473,194.167005083452,-88,149289.589,713796.36,6700.0,23.4087774861604,1021719.92,6.73837,0.715,4.1
180,"COD","Democratic Republic of Congo",2004,"Strategic developments",19,53068.88,99.473,194.167005083452,-88,149289.589,713796.36,6700.0,23.4087774861604,1021719.92,6.73837,0.715,4.1
180,"COD","Democratic Republic of Congo",2004,"Violence against civilians",49,53068.88,99.473,194.167005083452,-88,149289.589,713796.36,6700.0,23.4087774861604,1021719.92,6.73837,0.715,4.1
180,"COD","Democratic Republic of Congo",2005,"Battles",133,54785.903,99.473,218.524854225282,-88,362786.347,860820.965,6700.0,24.166160428751,1315771.044,6.13515,0.713,4.3
180,"COD","Democratic Republic of Congo",2005,"Explosions/Remote violence",2,54785.903,99.473,218.524854225282,-88,362786.347,860820.965,6700.0,24.166160428751,1315771.044,6.13515,0.713,4.3
180,"COD","Democratic Republic of Congo",2005,"Protests",11,54785.903,99.473,218.524854225282,-88,362786.347,860820.965,6700.0,24.166160428751,1315771.044,6.13515,0.713,4.3
180,"COD","Democratic Republic of Congo",2005,"Riots",20,54785.903,99.473,218.524854225282,-88,362786.347,860820.965,6700.0,24.166160428751,1315771.044,6.13515,0.713,4.3
180,"COD","Democratic Republic of Congo",2005,"Strategic developments",34,54785.903,99.473,218.524854225282,-88,362786.347,860820.965,6700.0,24.166160428751,1315771.044,6.13515,0.713,4.3
180,"COD","Democratic Republic of Congo",2005,"Violence against civilians",99,54785.903,99.473,218.524854225282,-88,362786.347,860820.965,6700.0,24.166160428751,1315771.044,6.13515,0.713,4.3
180,"COD","Democratic Republic of Congo",2006,"Battles",214,56578.037,83.825,255.590561980857,5,230199.226,771200.505,6700.0,24.9566820317152,1667077.057,5.32098,0.712,4.5
180,"COD","Democratic Republic of Congo",2006,"Explosions/Remote violence",0,56578.037,83.825,255.590561980857,5,230199.226,771200.505,6700.0,24.9566820317152,1667077.057,5.32098,0.712,4.5
180,"COD","Democratic Republic of Congo",2006,"Protests",0,56578.037,83.825,255.590561980857,5,230199.226,771200.505,6700.0,24.9566820317152,1667077.057,5.32098,0.712,4.5
180,"COD","Democratic Republic of Congo",2006,"Riots",2,56578.037,83.825,255.590561980857,5,230199.226,771200.505,6700.0,24.9566820317152,1667077.057,5.32098,0.712,4.5
180,"COD","Democratic Republic of Congo",2006,"Strategic developments",23,56578.037,83.825,255.590561980857,5,230199.226,771200.505,6700.0,24.9566820317152,1667077.057,5.32098,0.712,4.5
180,"COD","Democratic Republic of Congo",2006,"Violence against civilians",88,56578.037,83.825,255.590561980857,5,230199.226,771200.505,6700.0,24.9566820317152,1667077.057,5.32098,0.712,4.5
180,"COD","Democratic Republic of Congo",2007,"Battles",159,58453.683,83.825,286.508198118011,5,508363.528,686491.805,6700.0,25.7840307889107,2129994.745,6.25948,0.71,4.8
180,"COD","Democratic Republic of Congo",2007,"Explosions/Remote violence",3,58453.683,83.825,286.508198118011,5,508363.528,686491.805,6700.0,25.7840307889107,2129994.745,6.25948,0.71,4.8
180,"COD","Democratic Republic of Congo",2007,"Protests",9,58453.683,83.825,286.508198118011,5,508363.528,686491.805,6700.0,25.7840307889107,2129994.745,6.25948,0.71,4.8
180,"COD","Democratic Republic of Congo",2007,"Riots",8,58453.683,83.825,286.508198118011,5,508363.528,686491.805,6700.0,25.7840307889107,2129994.745,6.25948,0.71,4.8
180,"COD","Democratic Republic of Congo",2007,"Strategic developments",29,58453.683,83.825,286.508198118011,5,508363.528,686491.805,6700.0,25.7840307889107,2129994.745,6.25948,0.71,4.8
180,"COD","Democratic Republic of Congo",2007,"Violence against civilians",51,58453.683,83.825,286.508198118011,5,508363.528,686491.805,6700.0,25.7840307889107,2129994.745,6.25948,0.71,4.8
180,"COD","Democratic Republic of Congo",2008,"Battles",284,60411.195,83.825,327.768581835591,5,211320.637,484374.539,6750.0,26.6474912331003,3442641.732,6.22589,0.708,5.0
180,"COD","Democratic Republic of Congo",2008,"Explosions/Remote violence",1,60411.195,83.825,327.768581835591,5,211320.637,484374.539,6750.0,26.6474912331003,3442641.732,6.22589,0.708,5.0
180,"COD","Democratic Republic of Congo",2008,"Protests",6,60411.195,83.825,327.768581835591,5,211320.637,484374.539,6750.0,26.6474912331003,3442641.732,6.22589,0.708,5.0
180,"COD","Democratic Republic of Congo",2008,"Riots",4,60411.195,83.825,327.768581835591,5,211320.637,484374.539,6750.0,26.6474912331003,3442641.732,6.22589,0.708,5.0
180,"COD","Democratic Republic of Congo",2008,"Strategic developments",29,60411.195,83.825,327.768581835591,5,211320.637,484374.539,6750.0,26.6474912331003,3442641.732,6.22589,0.708,5.0
180,"COD","Democratic Republic of Congo",2008,"Violence against civilians",110,60411.195,83.825,327.768581835591,5,211320.637,484374.539,6750.0,26.6474912331003,3442641.732,6.22589,0.708,5.0
180,"COD","Democratic Republic of Congo",2009,"Battles",293,62448.574,83.825,298.807183323618,5,543940.023,195148.183,6790.0,27.5461820427428,3020539.531,2.85506,0.706,5.2
180,"COD","Democratic Republic of Congo",2009,"Explosions/Remote violence",4,62448.574,83.825,298.807183323618,5,543940.023,195148.183,6790.0,27.5461820427428,3020539.531,2.85506,0.706,5.2
180,"COD","Democratic Republic of Congo",2009,"Protests",2,62448.574,83.825,298.807183323618,5,543940.023,195148.183,6790.0,27.5461820427428,3020539.531,2.85506,0.706,5.2
180,"COD","Democratic Republic of Congo",2009,"Riots",6,62448.574,83.825,298.807183323618,5,543940.023,195148.183,6790.0,27.5461820427428,3020539.531,2.85506,0.706,5.2
180,"COD","Democratic Republic of Congo",2009,"Strategic developments",46,62448.574,83.825,298.807183323618,5,543940.023,195148.183,6790.0,27.5461820427428,3020539.531,2.85506,0.706,5.2
180,"COD","Democratic Republic of Congo",2009,"Violence against civilians",325,62448.574,83.825,298.807183323618,5,543940.023,195148.183,6790.0,27.5461820427428,3020539.531,2.85506,0.706,5.2
180,"COD","Democratic Republic of Congo",2010,"Battles",79,64563.854,83.825,334.232112646491,5,642092.009,394336.01,6800.0,28.4792364526587,4490578.925,7.10798,0.705,5.4
180,"COD","Democratic Republic of Congo",2010,"Explosions/Remote violence",1,64563.854,83.825,334.232112646491,5,642092.009,394336.01,6800.0,28.4792364526587,4490578.925,7.10798,0.705,5.4
180,"COD","Democratic Republic of Congo",2010,"Protests",4,64563.854,83.825,334.232112646491,5,642092.009,394336.01,6800.0,28.4792364526587,4490578.925,7.10798,0.705,5.4
180,"COD","Democratic Republic of Congo",2010,"Riots",7,64563.854,83.825,334.232112646491,5,642092.009,394336.01,6800.0,28.4792364526587,4490578.925,7.10798,0.705,5.4
180,"COD","Democratic Republic of Congo",2010,"Strategic developments",8,64563.854,83.825,334.232112646491,5,642092.009,394336.01,6800.0,28.4792364526587,4490578.925,7.10798,0.705,5.4
180,"COD","Democratic Republic of Congo",2010,"Violence against civilians",199,64563.854,83.825,334.232112646491,5,642092.009,394336.01,6800.0,28.4792364526587,4490578.925,7.10798,0.705,5.4
180,"COD","Democratic Republic of Congo",2011,"Battles",270,66755.153,73.145,387.323178870598,5,1046454.262,557347.339,7000.0,29.4458221036148,5392962.979,6.87467,0.703,5.6
180,"COD","Democratic Republic of Congo",2011,"Explosions/Remote violence",1,66755.153,73.145,387.323178870598,5,1046454.262,557347.339,7000.0,29.4458221036148,5392962.979,6.87467,0.703,5.6
180,"COD","Democratic Republic of Congo",2011,"Protests",49,66755.153,73.145,387.323178870598,5,1046454.262,557347.339,7000.0,29.4458221036148,5392962.979,6.87467,0.703,5.6
180,"COD","Democratic Republic of Congo",2011,"Riots",58,66755.153,73.145,387.323178870598,5,1046454.262,557347.339,7000.0,29.4458221036148,5392962.979,6.87467,0.703,5.6
180,"COD","Democratic Republic of Congo",2011,"Strategic developments",106,66755.153,73.145,387.323178870598,5,1046454.262,557347.339,7000.0,29.4458221036148,5392962.979,6.87467,0.703,5.6
180,"COD","Democratic Republic of Congo",2011,"Violence against civilians",351,66755.153,73.145,387.323178870598,5,1046454.262,557347.339,7000.0,29.4458221036148,5392962.979,6.87467,0.703,5.6
180,"COD","Democratic Republic of Congo",2012,"Battles",352,69020.747,73.145,424.859808724407,5,659024.84,360968.298,11476.0,30.445181623696,5556045.712,7.0869,0.701,5.8
180,"COD","Democratic Republic of Congo",2012,"Explosions/Remote violence",18,69020.747,73.145,424.859808724407,5,659024.84,360968.298,11476.0,30.445181623696,5556045.712,7.0869,0.701,5.8
180,"COD","Democratic Republic of Congo",2012,"Protests",51,69020.747,73.145,424.859808724407,5,659024.84,360968.298,11476.0,30.445181623696,5556045.712,7.0869,0.701,5.8
180,"COD","Democratic Republic of Congo",2012,"Riots",41,69020.747,73.145,424.859808724407,5,659024.84,360968.298,11476.0,30.445181623696,5556045.712,7.0869,0.701,5.8
180,"COD","Democratic Republic of Congo",2012,"Strategic developments",190,69020.747,73.145,424.859808724407,5,659024.84,360968.298,11476.0,30.445181623696,5556045.712,7.0869,0.701,5.8
180,"COD","Democratic Republic of Congo",2012,"Violence against civilians",378,69020.747,73.145,424.859808724407,5,659024.84,360968.298,11476.0,30.445181623696,5556045.712,7.0869,0.701,5.8
180,"COD","Democratic Republic of Congo",2013,"Battles",373,71358.807,73.145,458.125692230655,5,775009.103,273051.253,11900.0,31.4765020621513,5551142.779,8.48196,0.7,6.0
180,"COD","Democratic Republic of Congo",2013,"Explosions/Remote violence",18,71358.807,73.145,458.125692230655,5,775009.103,273051.253,11900.0,31.4765020621513,5551142.779,8.48196,0.7,6.0
180,"COD","Democratic Republic of Congo",2013,"Protests",36,71358.807,73.145,458.125692230655,5,775009.103,273051.253,11900.0,31.4765020621513,5551142.779,8.48196,0.7,6.0
180,"COD","Democratic Republic of Congo",2013,"Riots",34,71358.807,73.145,458.125692230655,5,775009.103,273051.253,11900.0,31.4765020621513,5551142.779,8.48196,0.7,6.0
180,"COD","Democratic Republic of Congo",2013,"Strategic developments",88,71358.807,73.145,458.125692230655,5,775009.103,273051.253,11900.0,31.4765020621513,5551142.779,8.48196,0.7,6.0
180,"COD","Democratic Republic of Congo",2013,"Violence against civilians",276,71358.807,73.145,458.125692230655,5,775009.103,273051.253,11900.0,31.4765020621513,5551142.779,8.48196,0.7,6.0
180,"COD","Democratic Republic of Congo",2014,"Battles",363,73767.447,73.145,487.081665233335,5,926499.521,282947.813,12400.0,32.5389581173772,7301860.856,9.47029,0.6924039133473556,6.2
180,"COD","Democratic Republic of Congo",2014,"Explosions/Remote violence",14,73767.447,73.145,487.081665233335,5,926499.521,282947.813,12400.0,32.5389581173772,7301860.856,9.47029,0.6924039133473556,6.2
180,"COD","Democratic Republic of Congo",2014,"Protests",125,73767.447,73.145,487.081665233335,5,926499.521,282947.813,12400.0,32.5389581173772,7301860.856,9.47029,0.6924039133473556,6.2
180,"COD","Democratic Republic of Congo",2014,"Riots",79,73767.447,73.145,487.081665233335,5,926499.521,282947.813,12400.0,32.5389581173772,7301860.856,9.47029,0.6924039133473556,6.2
180,"COD","Democratic Republic of Congo",2014,"Strategic developments",119,73767.447,73.145,487.081665233335,5,926499.521,282947.813,12400.0,32.5389581173772,7301860.856,9.47029,0.6924039133473556,6.2
180,"COD","Democratic Republic of Congo",2014,"Violence against civilians",346,73767.447,73.145,487.081665233335,5,926499.521,282947.813,12400.0,32.5389581173772,7301860.856,9.47029,0.6924039133473556,6.2
180,"COD","Democratic Republic of Congo",2015,"Battles",293,76244.544,73.145,497.629408435116,5,185497.196,384568.396,12500.0,33.6316058313668,4949360.998,6.91619,0.6902031128899528,6.4
180,"COD","Democratic Republic of Congo",2015,"Explosions/Remote violence",5,76244.544,73.145,497.629408435116,5,185497.196,384568.396,12500.0,33.6316058313668,4949360.998,6.91619,0.6902031128899528,6.4
180,"COD","Democratic Republic of Congo",2015,"Protests",133,76244.544,73.145,497.629408435116,5,185497.196,384568.396,12500.0,33.6316058313668,4949360.998,6.91619,0.6902031128899528,6.4
180,"COD","Democratic Republic of Congo",2015,"Riots",79,76244.544,73.145,497.629408435116,5,185497.196,384568.396,12500.0,33.6316058313668,4949360.998,6.91619,0.6902031128899528,6.4
180,"COD","Democratic Republic of Congo",2015,"Strategic developments",68,76244.544,73.145,497.629408435116,5,185497.196,384568.396,12500.0,33.6316058313668,4949360.998,6.91619,0.6902031128899528,6.4
180,"COD","Democratic Republic of Congo",2015,"Violence against civilians",246,76244.544,73.145,497.629408435116,5,185497.196,384568.396,12500.0,33.6316058313668,4949360.998,6.91619,0.6902031128899528,6.4
180,"COD","Democratic Republic of Congo",2016,"Battles",338,78789.127,64.919,512.312462165944,-3,293072.685,552964.994,12300.0,34.7540327738691,4598964.393,2.39938,0.6880023124325509,6.6
180,"COD","Democratic Republic of Congo",2016,"Explosions/Remote violence",7,78789.127,64.919,512.312462165944,-3,293072.685,552964.994,12300.0,34.7540327738691,4598964.393,2.39938,0.6880023124325509,6.6
180,"COD","Democratic Republic of Congo",2016,"Protests",144,78789.127,64.919,512.312462165944,-3,293072.685,552964.994,12300.0,34.7540327738691,4598964.393,2.39938,0.6880023124325509,6.6
180,"COD","Democratic Republic of Congo",2016,"Riots",101,78789.127,64.919,512.312462165944,-3,293072.685,552964.994,12300.0,34.7540327738691,4598964.393,2.39938,0.6880023124325509,6.6
180,"COD","Democratic Republic of Congo",2016,"Strategic developments",115,78789.127,64.919,512.312462165944,-3,293072.685,552964.994,12300.0,34.7540327738691,4598964.393,2.39938,0.6880023124325509,6.6
180,"COD","Democratic Republic of Congo",2016,"Violence against civilians",261,78789.127,64.919,512.312462165944,-3,293072.685,552964.994,12300.0,34.7540327738691,4598964.393,2.39938,0.6880023124325509,6.6
180,"COD","Democratic Republic of Congo",2017,"Battles",448,81398.764,64.919,462.779534084855,-3,407788.452,558165.202,11800.0,35.9051476588518,6448274.788,3.72695,0.6858015119751482,6.8
180,"COD","Democratic Republic of Congo",2017,"Explosions/Remote violence",7,81398.764,64.919,462.779534084855,-3,407788.452,558165.202,11800.0,35.9051476588518,6448274.788,3.72695,0.6858015119751482,6.8
180,"COD","Democratic Republic of Congo",2017,"Protests",139,81398.764,64.919,462.779534084855,-3,407788.452,558165.202,11800.0,35.9051476588518,6448274.788,3.72695,0.6858015119751482,6.8
180,"COD","Democratic Republic of Congo",2017,"Riots",94,81398.764,64.919,462.779534084855,-3,407788.452,558165.202,11800.0,35.9051476588518,6448274.788,3.72695,0.6858015119751482,6.8
180,"COD","Democratic Republic of Congo",2017,"Strategic developments",101,81398.764,64.919,462.779534084855,-3,407788.452,558165.202,11800.0,35.9051476588518,6448274.788,3.72695,0.6858015119751482,6.8
180,"COD","Democratic Republic of Congo",2017,"Violence against civilians",272,81398.764,64.919,462.779534084855,-3,407788.452,558165.202,11800.0,35.9051476588518,6448274.788,3.72695,0.6858015119751482,6.8
204,"BEN","Benin",1997,"Battles",0,6281.639,93.32,390.245956110796,6,16258.291,1472.361,2100.0,55.708087974459,401369.487,5.73469,0.779,2.3
204,"BEN","Benin",1997,"Explosions/Remote violence",0,6281.639,93.32,390.245956110796,6,16258.291,1472.361,2100.0,55.708087974459,401369.487,5.73469,0.779,2.3
204,"BEN","Benin",1997,"Protests",2,6281.639,93.32,390.245956110796,6,16258.291,1472.361,2100.0,55.708087974459,401369.487,5.73469,0.779,2.3
204,"BEN","Benin",1997,"Riots",0,6281.639,93.32,390.245956110796,6,16258.291,1472.361,2100.0,55.708087974459,401369.487,5.73469,0.779,2.3
204,"BEN","Benin",1997,"Strategic developments",0,6281.639,93.32,390.245956110796,6,16258.291,1472.361,2100.0,55.708087974459,401369.487,5.73469,0.779,2.3
204,"BEN","Benin",1997,"Violence against civilians",0,6281.639,93.32,390.245956110796,6,16258.291,1472.361,2100.0,55.708087974459,401369.487,5.73469,0.779,2.3
204,"BEN","Benin",1998,"Battles",0,6470.265,93.32,410.06849334217,6,5921.722,5101.957,2250.0,57.3809418233416,384222.121,3.96101,0.779,2.4
204,"BEN","Benin",1998,"Explosions/Remote violence",0,6470.265,93.32,410.06849334217,6,5921.722,5101.957,2250.0,57.3809418233416,384222.121,3.96101,0.779,2.4
204,"BEN","Benin",1998,"Protests",2,6470.265,93.32,410.06849334217,6,5921.722,5101.957,2250.0,57.3809418233416,384222.121,3.96101,0.779,2.4
204,"BEN","Benin",1998,"Riots",0,6470.265,93.32,410.06849334217,6,5921.722,5101.957,2250.0,57.3809418233416,384222.121,3.96101,0.779,2.4
204,"BEN","Benin",1998,"Strategic developments",0,6470.265,93.32,410.06849334217,6,5921.722,5101.957,2250.0,57.3809418233416,384222.121,3.96101,0.779,2.4
204,"BEN","Benin",1998,"Violence against civilians",1,6470.265,93.32,410.06849334217,6,5921.722,5101.957,2250.0,57.3809418233416,384222.121,3.96101,0.779,2.4
204,"BEN","Benin",1999,"Battles",0,6664.098,93.32,403.622464281663,6,5924.448,3182.957,2300.0,59.0998758424973,393756.072,5.34145,0.778,2.5
204,"BEN","Benin",1999,"Explosions/Remote violence",0,6664.098,93.32,403.622464281663,6,5924.448,3182.957,2300.0,59.0998758424973,393756.072,5.34145,0.778,2.5
204,"BEN","Benin",1999,"Protests",1,6664.098,93.32,403.622464281663,6,5924.448,3182.957,2300.0,59.0998758424973,393756.072,5.34145,0.778,2.5
204,"BEN","Benin",1999,"Riots",0,6664.098,93.32,403.622464281663,6,5924.448,3182.957,2300.0,59.0998758424973,393756.072,5.34145,0.778,2.5
204,"BEN","Benin",1999,"Strategic developments",0,6664.098,93.32,403.622464281663,6,5924.448,3182.957,2300.0,59.0998758424973,393756.072,5.34145,0.778,2.5
204,"BEN","Benin",1999,"Violence against civilians",1,6664.098,93.32,403.622464281663,6,5924.448,3182.957,2300.0,59.0998758424973,393756.072,5.34145,0.778,2.5
204,"BEN","Benin",2000,"Battles",0,6865.951,93.32,374.19383956066,6,9885.052,5487.109,2380.0,60.8899077687123,328263.093,5.85999,0.777,2.6
204,"BEN","Benin",2000,"Explosions/Remote violence",0,6865.951,93.32,374.19383956066,6,9885.052,5487.109,2380.0,60.8899077687123,328263.093,5.85999,0.777,2.6
204,"BEN","Benin",2000,"Protests",0,6865.951,93.32,374.19383956066,6,9885.052,5487.109,2380.0,60.8899077687123,328263.093,5.85999,0.777,2.6
204,"BEN","Benin",2000,"Riots",1,6865.951,93.32,374.19383956066,6,9885.052,5487.109,2380.0,60.8899077687123,328263.093,5.85999,0.777,2.6
204,"BEN","Benin",2000,"Strategic developments",0,6865.951,93.32,374.19383956066,6,9885.052,5487.109,2380.0,60.8899077687123,328263.093,5.85999,0.777,2.6
204,"BEN","Benin",2000,"Violence against civilians",0,6865.951,93.32,374.19383956066,6,9885.052,5487.109,2380.0,60.8899077687123,328263.093,5.85999,0.777,2.6
204,"BEN","Benin",2001,"Battles",0,7076.733,84.027,378.740676813747,6,6541.46,7520.217,2450.0,62.759205391983,330533.293,5.33041,0.776,2.6
204,"BEN","Benin",2001,"Explosions/Remote violence",0,7076.733,84.027,378.740676813747,6,6541.46,7520.217,2450.0,62.759205391983,330533.293,5.33041,0.776,2.6
204,"BEN","Benin",2001,"Protests",0,7076.733,84.027,378.740676813747,6,6541.46,7520.217,2450.0,62.759205391983,330533.293,5.33041,0.776,2.6
204,"BEN","Benin",2001,"Riots",0,7076.733,84.027,378.740676813747,6,6541.46,7520.217,2450.0,62.759205391983,330533.293,5.33041,0.776,2.6
204,"BEN","Benin",2001,"Strategic developments",0,7076.733,84.027,378.740676813747,6,6541.46,7520.217,2450.0,62.759205391983,330533.293,5.33041,0.776,2.6
204,"BEN","Benin",2001,"Violence against civilians",3,7076.733,84.027,378.740676813747,6,6541.46,7520.217,2450.0,62.759205391983,330533.293,5.33041,0.776,2.6
204,"BEN","Benin",2002,"Battles",0,7295.394,84.027,418.702507466108,6,14607.172,14144.495,2550.0,64.6984746363959,369799.607,4.64447,0.776,2.7
204,"BEN","Benin",2002,"Explosions/Remote violence",0,7295.394,84.027,418.702507466108,6,14607.172,14144.495,2550.0,64.6984746363959,369799.607,4.64447,0.776,2.7
204,"BEN","Benin",2002,"Protests",0,7295.394,84.027,418.702507466108,6,14607.172,14144.495,2550.0,64.6984746363959,369799.607,4.64447,0.776,2.7
204,"BEN","Benin",2002,"Riots",0,7295.394,84.027,418.702507466108,6,14607.172,14144.495,2550.0,64.6984746363959,369799.607,4.64447,0.776,2.7
204,"BEN","Benin",2002,"Strategic developments",0,7295.394,84.027,418.702507466108,6,14607.172,14144.495,2550.0,64.6984746363959,369799.607,4.64447,0.776,2.7
204,"BEN","Benin",2002,"Violence against civilians",0,7295.394,84.027,418.702507466108,6,14607.172,14144.495,2550.0,64.6984746363959,369799.607,4.64447,0.776,2.7
204,"BEN","Benin",2003,"Battles",0,7520.555,84.027,519.283807292716,6,98083.962,4366.787,2650.0,66.6952465413267,429903.396,3.44404,0.775,2.7
204,"BEN","Benin",2003,"Explosions/Remote violence",0,7520.555,84.027,519.283807292716,6,98083.962,4366.787,2650.0,66.6952465413267,429903.396,3.44404,0.775,2.7
204,"BEN","Benin",2003,"Protests",1,7520.555,84.027,519.283807292716,6,98083.962,4366.787,2650.0,66.6952465413267,429903.396,3.44404,0.775,2.7
204,"BEN","Benin",2003,"Riots",0,7520.555,84.027,519.283807292716,6,98083.962,4366.787,2650.0,66.6952465413267,429903.396,3.44404,0.775,2.7
204,"BEN","Benin",2003,"Strategic developments",0,7520.555,84.027,519.283807292716,6,98083.962,4366.787,2650.0,66.6952465413267,429903.396,3.44404,0.775,2.7
